"Edit","Content Assist","Ctrl+Space","In Dialogs and Windows"
"Edit","Context Information","Ctrl+Shift+Space","In Dialogs and Windows"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"Edit","Cut","Ctrl+X","In Dialogs and Windows"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Edit","Delete","Delete","In Windows"
"Edit","Find and Replace","Ctrl+F","In Windows"
"Edit","Find Next","Ctrl+K","Editing Text"
"Edit","Find Previous","Ctrl+Shift+K","Editing Text"
"Edit","Incremental Find Reverse","Ctrl+Shift+J","Editing Text"
"Edit","Incremental Find","Ctrl+J","Editing Text"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows"
"Edit","Redo","Ctrl+Y","In Dialogs and Windows"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing Java Source"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing Java Source"
"Edit","Select Next Element","Alt+Shift+Right","Editing Java Source"
"Edit","Select Previous Element","Alt+Shift+Left","Editing Java Source"
"Edit","Toggle Block Selection","Alt+Shift+A","Editing Text"
"Edit","Toggle Insert Mode","Ctrl+Shift+Insert","Editing Text"
"Edit","Toggle Word Wrap","Alt+Shift+Y","Editing Text"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows"
"Edit","Word Completion","Alt+/","Editing Text"
"File","Close All","Ctrl+Shift+F4","In Windows"
"File","Close All","Ctrl+Shift+W","In Windows"
"File","Close","Ctrl+F4","In Windows"
"File","Close","Ctrl+W","In Windows"
"File","New menu","Alt+Shift+N","In Windows"
"File","New","Ctrl+N","In Windows"
"File","Print","Ctrl+P","In Windows"
"File","Properties","Alt+Enter","In Windows"
"File","Refresh","F5","In Windows"
"File","Rename","F2","In Windows"
"File","Save All","Ctrl+Shift+S","In Windows"
"File","Save","Ctrl+S","In Windows"
"Manifest Editor Source","Format Source","Ctrl+Shift+F","PDE editor"
"Navigate","Backward History","Alt+Left","In Windows"
"Navigate","Collapse All","Ctrl+Shift+Numpad_Divide","In Windows"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows"
"Navigate","Forward History","Alt+Right","In Windows"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing Java Source"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source"
"Navigate","Go to Previous Member","Ctrl+Shift+Up","Editing Java Source"
"Navigate","Last Edit Location","Ctrl+Q","In Windows"
"Navigate","Next Page","Alt+F7","In Windows"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows"
"Navigate","Next","Ctrl+.","In Windows"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"Navigate","Open Declaration","F3","In Windows"
"Navigate","Open from Clipboard","Ctrl+Shift+V","In Windows"
"Navigate","Open Manifest","Ctrl+Alt+Shift+M","In Windows"
"Navigate","Open Plug-in Artifact","Ctrl+Shift+A","In Windows"
"Navigate","Open Resource","Ctrl+Shift+R","In Windows"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source"
"Navigate","Open Type Hierarchy","F4","In Windows"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows"
"Navigate","Open Type","Ctrl+Shift+T","In Windows"
"Navigate","Previous Page","Alt+Shift+F7","In Windows"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Navigate","Previous","Ctrl+,","In Windows"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Navigate","Quick Outline","Ctrl+O","PDE editor"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editing Java Source"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editor Breadcrumb Navigation"
"Navigate","Show In...","Alt+Shift+W","In Windows"
"Project","Build All","Ctrl+B","In Windows"
"Refactor - Java","Change Method Signature","Alt+Shift+C","In Windows"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","In Windows"
"Refactor - Java","Extract Method","Alt+Shift+M","In Windows"
"Refactor - Java","Inline","Alt+Shift+I","In Windows"
"Refactor - Java","Move - Refactoring ","Alt+Shift+V","In Windows"
"Refactor - Java","Rename - Refactoring ","Alt+Shift+R","In Windows"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Run/Debug","All Instances","Ctrl+Shift+N","In Windows"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View"
"Run/Debug","Debug Ant Build","Alt+Shift+D, Q","In Windows"
"Run/Debug","Debug Eclipse Application","Alt+Shift+D, E","In Windows"
"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows"
"Run/Debug","Debug Java Application","Alt+Shift+D, J","In Windows"
"Run/Debug","Debug JUnit Plug-in Test","Alt+Shift+D, P","In Windows"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows"
"Run/Debug","Debug OSGi Framework","Alt+Shift+D, O","In Windows"
"Run/Debug","Debug","F11","In Windows"
"Run/Debug","Display","Ctrl+Shift+D","In Dialogs and Windows"
"Run/Debug","EOF","Ctrl+Z","In I/O Console"
"Run/Debug","Execute","Ctrl+U","In Windows"
"Run/Debug","Force Return","Alt+Shift+F","In Windows"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Run/Debug","New Rendering","Ctrl+N","In Memory View"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Run/Debug","Next Page of Memory","Ctrl+Shift+.","In Table Memory Rendering"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering"
"Run/Debug","Resume","F8","Debugging"
"Run/Debug","Run Ant Build","Alt+Shift+X, Q","In Windows"
"Run/Debug","Run Eclipse Application","Alt+Shift+X, E","In Windows"
"Run/Debug","Run Java Applet","Alt+Shift+X, A","In Windows"
"Run/Debug","Run Java Application","Alt+Shift+X, J","In Windows"
"Run/Debug","Run JUnit Plug-in Test","Alt+Shift+X, P","In Windows"
"Run/Debug","Run JUnit Test","Alt+Shift+X, T","In Windows"
"Run/Debug","Run OSGi Framework","Alt+Shift+X, O","In Windows"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Run/Debug","Run","Ctrl+F11","In Windows"
"Run/Debug","Skip All Breakpoints","Ctrl+Alt+B","In Windows"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging"
"Run/Debug","Step Into","F5","Debugging"
"Run/Debug","Step Over","F6","Debugging"
"Run/Debug","Step Return","F7","Debugging"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Run/Debug","Toggle Breakpoint","Ctrl+Shift+B","In Windows"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View"
"Run/Debug","Use Step Filters","Shift+F5","In Windows"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows"
"Search","Open Search Dialog","Ctrl+H","In Windows"
"Search","References in Workspace","Ctrl+Shift+G","In Windows"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","In Windows"
"Source","Add Block Comment","Ctrl+Shift+/","Editing Java Source"
"Source","Add Import","Ctrl+Shift+M","Editing Java Source"
"Source","Add Javadoc Comment","Alt+Shift+J","In Windows"
"Source","Annotate Class File","Ctrl+1","Browsing attached Java Source"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"Source","Format","Ctrl+Shift+F","Editing Ant Buildfiles"
"Source","Format","Ctrl+Shift+F","Editing Java Source"
"Source","Open Declaration","F3","Editing Ant Buildfiles"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles"
"Source","Organize Imports","Ctrl+Shift+O","In Windows"
"Source","Quick Assist - Assign to field","Ctrl+2, F","Editing Java Source"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing Java Source"
"Source","Quick Assist - Extract method","Ctrl+2, M","Editing Java Source"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing Java Source"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing Java Source"
"Source","Remove Occurrence Annotations","Alt+Shift+U","Editing Java Source"
"Source","Rename In File","Alt+Shift+R","Editing Ant Buildfiles"
"Source","Show Source Quick Menu","Alt+Shift+S","In Windows"
"Source","Surround With Quick Menu","Alt+Shift+Z","In Windows"
"Source","Toggle Ant Mark Occurrences","Alt+Shift+O","Editing Ant Buildfiles"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Java Source"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Properties Files"
"Source","Toggle Mark Occurrences","Alt+Shift+O","Editing Java Source"
"Spy","Layout Spy","Ctrl+Alt+Shift+F9","In Dialogs and Windows"
"Spy","Plug-in Menu Spy","Alt+Shift+F2","In Dialogs and Windows"
"Spy","Plug-in Selection Spy","Alt+Shift+F1","In Dialogs and Windows"
"Text Editing","Collapse All","Ctrl+Shift+Numpad_Divide","Editing Text"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Text Editing","Delete Line","Ctrl+D","Editing Text"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Text Editing","Delete to End of Line","Ctrl+Shift+Delete","Editing Text"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Editing Text"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Editing Text"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text"
"Text Editing","Line End","End","Editing Text"
"Text Editing","Line Start","Home","Editing Text"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"Text Editing","Move Lines Up","Alt+Up","Editing Text"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"Text Editing","Open Hyperlink","F3","in Generic Code Editor"
"Text Editing","Previous Word","Ctrl+Left","Editing Text"
"Text Editing","Reset Structure","Ctrl+Shift+Numpad_Multiply","Editing Text"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Text Editing","Select Line Start","Shift+Home","Editing Text"
"Text Editing","Select Next Word","Ctrl+Shift+Right","Editing Text"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Editing Text"
"Text Editing","Show Tooltip Description","F2","Editing Text"
"Text Editing","Text End","Ctrl+End","Editing Text"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"Text Editing","Zoom In","Ctrl++","Editing Text"
"Text Editing","Zoom In","Ctrl+=","Editing Text"
"Text Editing","Zoom Out","Ctrl+-","Editing Text"
"Uncategorized","Add Artifact to Target Platform","Ctrl+Alt+Shift+A","In Windows"
"Uncategorized","Find References","Ctrl+Shift+G","in Generic Code Editor"
"Views","Show View (Breakpoints)","Alt+Shift+Q, B","In Windows"
"Views","Show View (Cheat Sheets)","Alt+Shift+Q, H","In Windows"
"Views","Show View (Console)","Alt+Shift+Q, C","In Windows"
"Views","Show View (Declaration)","Alt+Shift+Q, D","In Windows"
"Views","Show View (Error Log)","Alt+Shift+Q, L","In Windows"
"Views","Show View (History)","Alt+Shift+Q, Z","In Windows"
"Views","Show View (Javadoc)","Alt+Shift+Q, J","In Windows"
"Views","Show View (Outline)","Alt+Shift+Q, O","In Windows"
"Views","Show View (Package Explorer)","Alt+Shift+Q, P","In Windows"
"Views","Show View (Problems)","Alt+Shift+Q, X","In Windows"
"Views","Show View (Search)","Alt+Shift+Q, S","In Windows"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows"
"Views","Show View (Type Hierarchy)","Alt+Shift+Q, T","In Windows"
"Views","Show View (Variables)","Alt+Shift+Q, V","In Windows"
"Views","Show View","Alt+Shift+Q, Q","In Windows"
"Window","Activate Editor","F12","In Windows"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Window","Next Editor","Ctrl+F6","In Windows"
"Window","Next Perspective","Ctrl+F8","In Windows"
"Window","Next View","Ctrl+F7","In Windows"
"Window","Previous Editor","Ctrl+Shift+F6","In Windows"
"Window","Previous Perspective","Ctrl+Shift+F8","In Windows"
"Window","Previous View","Ctrl+Shift+F7","In Windows"
"Window","Quick Access","Ctrl+3","In Windows"
"Window","Quick Switch Editor","Ctrl+E","In Windows"
"Window","Show Contributing Plug-in","Alt+Shift+F3","In Dialogs and Windows"
"Window","Show Key Assist","Ctrl+Shift+L","In Dialogs and Windows"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text"
"Window","Show System Menu","Alt+-","In Windows"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows"
"Window","Switch to Editor","Ctrl+Shift+E","In Windows"
"Window","Toggle Full Screen","Alt+F11","In Dialogs and Windows"
"Window","Toggle Split Editor (Horizontal)","Ctrl+_","In Windows"
"Window","Toggle Split Editor (Vertical)","Ctrl+{","In Windows"
